winery,avg_rating
Jaro,4.333333333333333
"Vina Sastre",4.373134328358214
"Bodegas Ximenez-Spinola",4.3500000000000005
Mustiguillo,4.279999999999999
Astrales,4.3500000000000005
"Merum Priorati",4.366666666666666
"Hacienda Lopez de Haro",4.4
"Pazo Senorans",4.300000000000001
Fefinanes,4.4
"Gomez Cruzado",4.327272727272727
Resalte,4.4
"Scala Dei",4.33076923076923
Figuero,4.3375
Lambuena,4.333333333333333
"Terroir Al Limit Soc. Lda",4.328571428571431
"Portal del Priorat",4.27857142857143
"Cims de Porrera",4.34230769230769
Nin-Ortiz,4.4
"Casa Rojo",4.300000000000001
"Bodegas Naluar & Acediano",4.3500000000000005
Murua,4.4
"Vinyes Domenech",4.35
"Castillo Perelada",4.279166666666667
"Pago de Vallegarcia",4.3500000000000005
"Finca Torremilanos",4.3500000000000005
"Eulogio Pomares",4.35
"Sangenis I Vaque",4.3500000000000005
"Vinas del Vero",4.366666666666665
"Mas Perinet",4.4
Vizcarra,4.319999999999999
"Chozas Carrascal",4.300000000000001
"Alonso del Yerro",4.4
Briego,4.366666666666667
"El Lagar de Isilla",4.366666666666667
"Clos Figueras",4.324999999999999
"Bodegas Monte La Reina",4.4
Ontanon,4.35
"Dominio de Atauta",4.3076923076923075
"Bodega Elias Mora",4.35
"Joan Simo",4.4
"Can Axartell",4.4
"Pazo Barrantes",4.4
"Sara Perez y Rene Barbier",4.4
"Dominio de Loalva",4.3
"Abel Mendoza Monge",4.333333333333333
"Mas Llunes",4.4
Losada,4.290909090909091
"Bodegas Frontaura",4.4
"Roig Parals",4.4
"Oxer Wines",4.366666666666667
"Cepa 21",4.3500000000000005
Avgvstvs,4.35
"Anima Negra",4.340000000000001
"Ramon Bilbao",4.254545454545456
Leda,4.35
"Bodegas Celler Francisco Castillo - Clos Dominic",4.3999999999999995
"Cal Batllet - Celler Ripoll Sans",4.4
Llopart,4.4
Portia,4.4
Ostatu,4.3500000000000005
Baigorri,4.36
Comenge,4.333333333333333
"Collbaix Celler El Moli",4.4
"Martinez Lacuesta",4.4
Pujanza,4.344999999999998
"Jesus Madrazo",4.4
"Albet i Noya",4.4
"Olivier Riviere",4.4
"Bodegas Tierra",4.4
"Torre de Ona",4.283333333333333
"Do Ferreiro (Bodegas Gerardo Mendez)",4.3500000000000005
Legaris,4.4
"Territorio Luthier",4.3500000000000005
"Martin Codax",4.4
"Vinedos Hermanos Hernaiz",4.4
Freixenet,4.4
Azpilicueta,4.4
"Veronica Salgado",4.4
"Clos Galena",4.32
"Bodegas Imperiales - Abadia de San Quirce",4.4
"Marta Mate",4.4
"Venta Las Vacas",4.3500000000000005
"Pago Calzadilla",4.3500000000000005
Vivanco,4.35
Museum,4.4
Farina,4.4
"Galindo San Millan",4.4
"Bodegas Casa Primicia",4.4
"Joan d'Anguera",4.4
Xaloc,4.4
"Terra Remota",4.366666666666667
"Carlos Moro",4.333333333333333
"Dehesa del Carrizal",4.325
"Bodegas Luis Perez",4.4
Ladairo,4.4
"Conreria d'Scala Dei",4.32
Traslascuestas,4.4
Tobia,4.333333333333333
"Lopez Cristobal",4.3
Ysios,4.35
Codorniu,4.4
Berceo,4.4
"Mas Blanch I Jove",4.4
"Carlos Serres",4.4
Anayon,4.4
"David Moreno",4.4
Edra,4.4
"Bodega Numanthia",4.329411764705881
Valdelosfrailes,4.4
"Guillem Carol - Cellers Carol Valles",4.4
Barahonda,4.279999999999999
Particular,4.4
"Bodegas Frontonio",4.4
"Bodegas Asenjo & Manso",4.4
"R. Lopez de Heredia",4.254545454545455
Pintia,4.279999999999998
Belondrade,4.3
Campillo,4.285714285714286
"Condado de Haza",4.3
Enate,4.299999999999999
Ordonez,4.3
"Bodegas Faustino",4.272222222222222
Aster,4.25
"Bodegas Aragonesas",4.3
"Quinta Sardonia",4.250000000000001
Abadal,4.2666666666666675
"Hermanos Pecina",4.3
Biniagual,4.3
Breca,4.3
"Bodegas Olarra",4.3
"Francisco Barona",4.3
Penafiel,4.3
Sonsierra,4.3
"Vins Miquel Gelabert",4.3
"Bodega Tesalia",4.3
"Bodega de Bardos",4.3
"Venus la Universal",4.3
"El Grillo y La Luna",4.3
"Marques de Grinon",4.3
"De Moya",4.3
"Dominio de Es",4.299999999999999
"Jean Leon",4.3
"Bodegas Ateca",4.3
"Bodega Campo Eliseo",4.3
"Palmeri Sicilia",4.2
Pradorey,4.25
"Mas Que Vinos",4.3
"Bodegas Estraunza",4.3
"Telmo Rodriguez",4.3
Pittacum,4.3
"Bodega Sommos",4.3
"Celler de Capcanes",4.3
Arinzano,4.3
"Pago del Vostal",4.3
Neo,4.3
Habla,4.3
"Mas d'en Gil",4.285714285714286
"Paco & Lola",4.3
Valtravieso,4.3
"Costers del Priorat",4.3
"Bodega Otazu",4.3
"Oller del Mas",4.3
"Finca Villacreces",4.3
"Descendientes de J. Palacios",4.3
"Alta Alella",4.3
"Bodegas Clunia",4.3
"Ca l'Apotecari",4.3
"Josep Grau Viticultor",4.3
"Mas de les Pereres",4.3
Guilera,4.3
"l'Infernal Combier Fischer Gerin",4.3
"Jorge Piernas",4.3
Pedralonga,4.3
"Marti Fabra",4.3
Espelt,4.3
"Vinyes dels Aspres",4.3
"Altos de Rioja",4.3
Valserrano,4.3
Shaya,4.3
"Finca Rio Negro",4.3
Loxera,4.3
"Jose Pariente",4.3
Neton,4.3
"Raul Perez",4.3
"Cartoixa de Montsalvat",4.3
"Bodega Ribas",4.3
"Anibal de Otero",4.3
Cervoles,4.3
"Altos del Enebro",4.3
"Pago de Larrainzar",4.3
Albamar,4.3
"Can Bas",4.3
"Atlan & Artisan",4.3
Olivardots,4.3
"Juve & Camps",4.3
"La Val",4.3
"Tres Piedras",4.3
"Javi Revert",4.3
"Terras Gauda",4.22
Tarsus,4.3
Attis,4.3
"San Cobate",4.3
Jimenez-Landi,4.299999999999999
Arid,4.3
"Bodegas Reyes",4.3
"Hugas de Batlle",4.3
"Bodegas Arrocal",4.3
"Buil & Gine",4.3
"Luis A. Rodriguez Vazquez",4.3
"Castell del Remei",4.3
Valdubon,4.3
"Bodegas Y Vinedos Alilian",4.3
"Goyo Garcia Viadero",4.3
"Santiago Ruiz",4.3
"Mas Bertran",4.3
"Bodegas Gama",4.3
Edetaria,4.3
"Hacienda Zorita Natural Reserve",4.3
"Can Xanet",4.3
"Alonso & Pedrajo",4.3
"Mandia Vell",4.3
"Bodega Juan Carlos Sancha",4.3
Valdecuevas,4.3
Mocen,4.3
Estones,4.3
Inurrieta,4.3
Trus,4.3
Mestres,4.3
Naia,4.3
AGE,4.3
Navajas,4.3
"Vinyes del Terrer",4.3
"Cepas Familiares",4.3
"El Regajal",4.3
Zifar,4.3
"Bordalas Garcia",4.3
Rimarts,4.3
"Pinna Fidelis",4.3
"Dominio de Anza",4.3
"Hacienda Solano",4.3
Samsara,4.3
Cuentavinas,4.3
"El Coto",4.2
"Mar de Frades",4.2
"Huerta de Albala",4.2
Montecastro,4.2
"Bodegas La Horra",4.200000000000001
"Hispano Suizas",4.2
Murviedro,4.2
"Diez Caballero",4.2
Vegalfaro,4.2
"Palacios Remondo",4.2
"Adega Familiar Eladio Pineiro",4.2
"Enrique Mendoza",4.2
"Clos Pons",4.2
